,ID,Job,Jobs_Group,Profile,Remote,Company,State,ExpenditurePerCapita,Low_Salary,High_Salary,Mean_Salary,Education_level,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Skills8,Skills9,Skills10,Skills11,Skills12,Skills13,Skills14,Skills15,Skills16,Skills17,Skills18,Skills19,Skills20,Skills21,Skills22
10489,job_82bb7cf863fab5c8,Data Analyst,Data Analyst,Junior,On_Site,Postal Center International,Florida,46837,70000,70000,70000,Not specified,Excel,Power BI,SQL,,,,,,,,,,,,,,,,,,,
10494,job_4a4bd9f07b5cc366,Data Analyst,Data Analyst,Junior,On_Site,Cuyahoga County Prosecutor's Office,Ohio,45013,59342,71240,65291,Not specified,Excel,PowerPoint,Word,Office,,,,,,,,,,,,,,,,,,
10495,job_30e316654915107f,"Program Analyst, Sales Operations",Data Analyst,Junior,Hybrid,Axon,Arizona,43239,65000,65000,65000,Not specified,,,,,,,,,,,,,,,,,,,,,,
10527,job_f17f601d2e4a18a3,Regional Development Officer (Operations & Policy Analyst 4),Data Analyst,Junior,On_Site,Oregon Business Development Department,Oregon,42179,71184,109404,90294,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
10538,job_8e114b24b536c2a6,Data Analyst,Data Analyst,Junior,Remote,Nobel Biocare,New Jersey,47607,38088,43424,40756,Bachelor,Bachelor,SAP,Oracle,Dynamics 365,English,,,,,,,,,,,,,,,,,
10554,job_72b5a524b32d8df2,Security Operations Center Analyst,Data Analyst,Junior,Remote,nLeague services Inc.,Iowa,44300,64400,73600,69000,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
10558,job_eab4b6d9df919666,Data Analyst,Data Analyst,Junior,On_Site,Zaxis Inc.,Utah,43957,55000,73000,64000,Bachelor,Excel,Salesforce,Office,Bachelor,PowerPoint,,,,,,,,,,,,,,,,,
10559,job_344b8443b5854710,Data Analyst,Data Analyst,Junior,On_Site,The Los Angeles Film School,California,46181,65000,65000,65000,Bachelor,Salesforce,Office,Bachelor,CSS,HTML,,,,,,,,,,,,,,,,,
10563,job_8d0a1dc68a2a5cd1,Marketing Coordinator,Data Analyst,Junior,On_Site,Argosy Cruises,Washington,44377,46000,49680,47840,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
10592,job_544f79146027509e,Sustainable Operations Environmental Analyst - Flex Term,Data Analyst,Junior,On_Site,Lawrence Livermore National Laboratory,California,46181,53783.2,66773.6,60278.4,Bachelor,Python,CPA,Bachelor,,,,,,,,,,,,,,,,,,,
10594,job_5d09684b3355d7fe,Data Analyst1,Data Analyst,Junior,Hybrid,SRS Acquiom,Colorado,50016,53065.6,61916,57490.8,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
10597,job_49b651abb9f20d18,MANAGEMENT OPERATIONS ANALYST II,Data Analyst,Junior,On_Site,State of Illinois,Illinois,46247,66432,99348,82890,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
10607,job_0d5f344fec99aa8f,Data Analyst1,Data Analyst,Junior,Hybrid,SRS Acquiom Holdings LLC,Colorado,50016,53065.6,61916,57490.8,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
10610,job_eb948396f22f40b3,"Data Operations, Collections Analyst",Data Analyst,Junior,Remote,MMIT,Pennsylvania,48097,31280,31280,31280,Not specified,Access,,,,,,,,,,,,,,,,,,,,,
10652,job_ce4d6838e8bd3d05,Public Records Coordinator (Operations & Policy Analyst 1),Data Analyst,Junior,Remote,Oregon Housing and Community Services,Oregon,42179,46620,71232,58926,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
10673,job_051f9f230784c444,"Analyst, OEM Protection & Membership Operations - Remote",Data Analyst,Junior,Remote,Best Buy,Minnesota,46604,52050,92950,72500,Not specified,Excel,Access,Office,SQL,PowerPoint,,,,,,,,,,,,,,,,,
10677,job_8dd0f17b53ce39d1,Security Operations Center Analyst 1,Data Analyst,Junior,On_Site,Nordstrom Inc,Washington,44377,66000,105000,85500,Bachelor,Python,Java,Bachelor,,,,,,,,,,,,,,,,,,,
10692,job_d31ecc41f0bf53b5,Operations Project Analyst Manufacturing 2/3 - (Space/Satellite),Data Analyst,Junior,On_Site,Northrop Grumman,Virginia,43921,70200,105200,87700,Master,Excel,Word,Office,Bachelor,PowerPoint,SAP,Cognos,ERP,Master,,,,,,,,,,,,,
10694,job_8af790d9f02b9728,Consumer Markets Systems Analyst,Data Analyst,Junior,Remote,Aflac,Georgia,42629,45000,105000,75000,Not specified,Excel,CSS,Agile,HTML,,,,,,,,,,,,,,,,,,
10729,job_8702539caae79a37,Data Analyst,Data Analyst,Junior,Remote,BCVS Group inc.,North Carolina,43757,55200,82800,69000,Not specified,,,,,,,,,,,,,,,,,,,,,,
10730,job_68bb7760e39eb078,Data Analyst,Data Analyst,Junior,Remote,IronRidge,California,46181,80000,90000,85000,Not specified,Tableau,Google Cloud,SQL,Power BI,AWS,Python,Azure,Agile,Qlik,,,,,,,,,,,,,
10757,job_60a846d71c222841,Data Analyst,Data Analyst,Junior,On_Site,Ariana Solutions,California,46181,73600,101200,87400,Bachelor,SAP,Bachelor,,,,,,,,,,,,,,,,,,,,
10763,job_70c7de7497f1140a,Data Analyst,Data Analyst,Junior,Hybrid,American Bar Association,Illinois,46247,80000,89600,84800,Bachelor,Tableau,SQL,Bachelor,Python,Pandas,,,,,,,,,,,,,,,,,
10768,job_2496587a7ee5d1c7,Data Analyst,Data Analyst,Junior,Remote,Banking Circle US,Connecticut,48924,85000,95000,90000,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
10769,job_e2e490e1aee28767,Technical Operations Support Analyst I,Data Analyst,Junior,Hybrid,Member Driven Technologies,Michigan,45641,55000,65000,60000,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
10771,job_333fda61239db3b5,Data Analyst,Data Analyst,Junior,On_Site,Kros-Wise,California,46181,36800,46000,41400,Not specified,Excel,Access,Word,Office,PowerPoint,,,,,,,,,,,,,,,,,
10780,job_6789edbfcb8a88e1,BI Analyst (W2 Only),Data Analyst,Junior,Hybrid,Geopaqlogic Staffing,New Jersey,47607,101200,110400,105800,Bachelor,Excel,Tableau,Word,SQL,Power BI,Bachelor,PowerPoint,SSAS,DAX,SSIS,Azure,English,,,,,,,,,,
10785,job_8c0f939486bb7843,Data Analyst,Data Analyst,Junior,On_Site,UNITED COMMUNITY BANK,South Carolina,42576,41236,63201,52218.5,Bachelor,Excel,Access,Word,Office,SQL,Bachelor,,,,,,,,,,,,,,,,
10796,job_2ee390ba8d0a265a,WAE - Social Services Analyst 1 - Early Childhood Operations - CCAP,Data Analyst,Junior,Remote,Louisiana Department of Education,Louisiana,42986,27287.2,27600,27443.6,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
10826,job_2dfbcb4af5912ed5,Data Analyst,Data Analyst,Junior,On_Site,Salesforce,California,46181,76700,115100,95900,Bachelor,Oracle,Salesforce,Office,Bachelor,,,,,,,,,,,,,,,,,,
10827,job_c6dc66420a12b543,Solutions Architect,Data Engineer,Junior,Remote,PSEG,New York,46909,70200,115800,93000,Master,Master,Office,Bachelor,,,,,,,,,,,,,,,,,,,
10855,job_2be8a6be194d37ff,Data Analyst,Data Analyst,Junior,On_Site,PROEGG INC,Utah,43957,50000,85000,67500,Bachelor,Power BI,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
10875,job_b53dff4c4e26125e,Data Analyst3,Data Analyst,Junior,Hybrid,"NextDeavor, Inc.",Utah,43957,74464.8,92864.8,83664.8,Bachelor,Excel,Salesforce,Tableau,Bachelor,PowerPoint,,,,,,,,,,,,,,,,,
10886,job_685fc5470013db34,Data Analyst,Data Analyst,Junior,On_Site,Comcast,Pennsylvania,48097,48284,113167,80725.5,Bachelor,Excel,Access,Tableau,SQL,Power BI,Bachelor,,,,,,,,,,,,,,,,
10915,job_907ae38b9e7e38e9,Data Analyst,Data Analyst,Junior,Remote,Ariana Solutions,California,46181,82800,101200,92000,Bachelor,SAP,Bachelor,,,,,,,,,,,,,,,,,,,,
10931,job_f3e87a8f2b654729,Data Analyst(level 3),Data Analyst,Junior,On_Site,BOEING,Washington,44377,85000,115000,100000,Master,Excel,Word,Office,Bachelor,PowerPoint,Master,,,,,,,,,,,,,,,,
10945,job_4ee7bd82a51876c3,Data Analyst,Data Analyst,Junior,On_Site,"ESRI, Inc.",California,46181,64480,79040,71760,Bachelor,Power BI,Office,SQL,Bachelor,,,,,,,,,,,,,,,,,,
10947,job_3a6eb4038456f200,Data Analyst,Data Analyst,Junior,Remote,St. Matthews Pharmacy,Kentucky,42620,70000,75000,72500,Bachelor,Excel,Power Pivot,Office,Word,SQL,Power BI,Bachelor,PowerPoint,SSAS,DAX,SSIS,SSRS,,,,,,,,,,
10949,job_edda67f241721dee,Data Analyst,Data Analyst,Junior,On_Site,Peraton,Minnesota,46604,66000,106000,86000,Not specified,,,,,,,,,,,,,,,,,,,,,,
10966,job_42ec6c3f358f5f97,Data Analyst - IV (DOE) Anchorage,Data Analyst,Junior,Hybrid,State of Alaska,Alaska,50004,57432,77892,67662,Bachelor,Excel,Access,Word,Office,SQL,PHP,Bachelor,,,,,,,,,,,,,,,
10989,job_05698f4a6beccd90,Data Analyst,Data Analyst,Junior,Remote,The Standard,Oregon,42179,71000,104000,87500,Bachelor,Access,Salesforce,SQL,Power BI,Bachelor,Power Query,,,,,,,,,,,,,,,,
10990,job_0f345637d994dfd2,Data Analyst,Data Analyst,Junior,Hybrid,TaylorMade Golf Company,California,46181,85000,95000,90000,Bachelor,Tableau,Google Cloud,Office,SQL,Power BI,Oracle,Bachelor,AWS,Azure,ERP,,,,,,,,,,,,
11048,job_8465ae1567079a4f,Data Analyst,Data Analyst,Junior,On_Site,Oneida Nation,Wisconsin,46009,55578,55578,55578,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
11097,job_00e7a36c402b4eea,Associate Governmental Program Analyst (Operations Support Analyst),Data Analyst,Junior,Remote,California Department of Public Health,California,46181,66216,82884,74550,Bachelor,Excel,Word,Office,Bachelor,PowerPoint,,,,,,,,,,,,,,,,,
11106,job_2219c85ba903ccc0,"Portfolio Analyst - Operations Strategy - Roseville, CA",Data Analyst,Junior,On_Site,"USA Properties Fund, Inc",California,46181,98000,98000,98000,Not specified,Excel,Office,,,,,,,,,,,,,,,,,,,,
11111,job_93c96e5f76cbe9ea,Accounting Operations Associate Analyst,Data Analyst,Junior,On_Site,PepsiCo,New York,46909,62000,80000,71000,MBA,Excel,Tableau,MBA,Word,SAP,,,,,,,,,,,,,,,,,
11139,job_7a651c4a60916b43,Data Analyst,Data Analyst,Junior,Remote,Antioch University,Ohio,45013,65000,70000,67500,Bachelor,Tableau,Salesforce,SQL,Bachelor,Python,R,ERP,,,,,,,,,,,,,,,
11153,job_7694a3b1c92293fb,Data Analyst,Data Analyst,Junior,On_Site,City of Milwaukee,Wisconsin,46009,66906,85151,76028.5,Bachelor,Excel,Word,Bachelor,PowerPoint,ERP,,,,,,,,,,,,,,,,,
11157,job_d1c43cdd59832d6c,Operations Systems Analyst,Data Analyst,Junior,On_Site,Sysco,California,46181,66000,98900,82450,Not specified,SAP,,,,,,,,,,,,,,,,,,,,,
11159,job_e10a2a888158c7e9,Supply Chain BI Analyst,Data Analyst,Junior,On_Site,Uline,Wisconsin,46009,70000,70000,70000,Bachelor,Tableau,Access,SQL,Power BI,Bachelor,VBA,,,,,,,,,,,,,,,,
11163,job_0f2ae69e5d8a205d,Data Analyst,Data Analyst,Junior,Remote,Booz Allen Hamilton,District Of Columbia,65469,52100,119000,85550,Not specified,Excel,PowerPoint,Word,Office,,,,,,,,,,,,,,,,,,
11168,job_76cc274caf12db37,Data Analyst,Data Analyst,Junior,On_Site,Thatcher Group Inc,Utah,43957,45000,55000,50000,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
11169,job_fca6bf66039a2829,SALES ANALYST,Data Analyst,Junior,On_Site,Pilgrim's,Colorado,50016,55000,65000,60000,Master,Excel,Word,Office,Bachelor,Master,,,,,,,,,,,,,,,,,
11181,job_0ad890ba8e10f73a,Assets Administrator I - Transportation Operations - Department of Transportation and Infrastructure,Data Analyst,Junior,On_Site,City and County of Denver,Colorado,50016,63801,105272,84536.5,Bachelor,Spanish,English,Office,Bachelor,,,,,,,,,,,,,,,,,,
11211,job_78d00faac436c792,Data Analyst-Remote,Data Analyst,Junior,Remote,Navitus Health Solutions LLC,Wisconsin,46009,41267,52075,46671,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
11229,job_fcd3cf1fa639c5e2,Data Analyst,Data Analyst,Junior,On_Site,Temperature Equipment Corporation,Illinois,46247,60000,60000,60000,Not specified,SQL,Power BI,PHP,DAX,SSIS,C#,Oracle,ERP,,,,,,,,,,,,,,
11248,job_c917bc5c7349f6c3,Data Analyst,Data Analyst,Junior,On_Site,Tuknik Government Services,Colorado,50016,60000,75000,67500,Not specified,English,,,,,,,,,,,,,,,,,,,,,
11251,job_2ccf424381b83935,Data Analyst(Bilingual English - Spanish),Data Analyst,Junior,On_Site,IBS-Building Service Contractors Inc,New York,46909,33120,36800,34960,Bachelor,English,Spanish,Bachelor,,,,,,,,,,,,,,,,,,,
11297,job_456d91cc320388f9,Data AnalystBusiness Analyst,Data Analyst,Junior,On_Site,Community Behavioral Health.,Pennsylvania,48097,69000,74000,71500,Bachelor,Word,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
11310,job_cba9a95408aaafb9,Data Analyst,Data Analyst,Junior,On_Site,Transport4elders,Virginia,43921,40000,40000,40000,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
11329,job_3f625b9d6315e220,Data Analyst,Data Analyst,Junior,On_Site,Sysco,California,46181,56600,84800,70700,Bachelor,Excel,PowerPoint,Word,Bachelor,,,,,,,,,,,,,,,,,,
11353,job_7c09c2f6dde098ce,Data Analyst,Data Analyst,Junior,On_Site,Equitable,North Carolina,43757,85000,110000,97500,Bachelor,SQL,Bachelor,Python,R,Hadoop,Agile,,,,,,,,,,,,,,,,
11358,job_4742909b21c67dab,Data Analyst3,Data Analyst,Junior,Hybrid,"NextDeavor, Inc.",Utah,43957,74464.8,92864.8,83664.8,Bachelor,Excel,Salesforce,Tableau,Bachelor,PowerPoint,,,,,,,,,,,,,,,,,
11369,job_18d6146ff3f43397,Accounting Operations Associate Analyst,Data Analyst,Junior,On_Site,PepsiCo,New York,46909,62000,80000,71000,MBA,Excel,Tableau,MBA,Word,SAP,,,,,,,,,,,,,,,,,
11427,job_e63faf5d9e237c4e,Data Analyst,Data Analyst,Junior,On_Site,TSN Partners,Texas,43376,80000,85000,82500,Bachelor,Office,SQL,Bachelor,Python,.NET,SSIS,SSRS,,,,,,,,,,,,,,,
11429,job_9749eb99c21eeaa5,Operations Contract Analyst â€“ ENTRY LEVEL,Data Analyst,Junior,Remote,CIMC Capital,Illinois,46247,45000,55000,50000,Bachelor,Excel,Office,Bachelor,,,,,,,,,,,,,,,,,,,
11463,job_793e8e8665c7bace,BUSINESS INTELLIGENCE ANALYST - EPIC - 0483,Data Analyst,Junior,Remote,Montefiore Medical Center,New York,46909,80355,80355,80355,Bachelor,SQL,Bachelor,,,,,,,,,,,,,,,,,,,,
11471,job_9db3011ab2027b70,"Analyst, Strategic Operations & Analytics Division",Data Analyst,Junior,Remote,NYC Careers,New York,46909,65000,73000,69000,Not specified,Excel,Office,Power BI,Python,R,,,,,,,,,,,,,,,,,
11484,job_e81865fe18d29984,Data Analyst,Data Analyst,Junior,Remote,Sutter Health,California,46181,79083.2,118624.8,98854,Bachelor,Excel,Access,Office,Bachelor,PowerPoint,,,,,,,,,,,,,,,,,
11525,job_915a770470ded928,Analyst - Army Operations Program,Data Analyst,Junior,Remote,December Group LLC,Virginia,43921,75000,100000,87500,Bachelor,Excel,Word,Office,Bachelor,PowerPoint,,,,,,,,,,,,,,,,,
11526,job_6c3b1ce850f4f76b,Data Analyst(Linux Engineer),Data Analyst,Junior,On_Site,"Asset Inventories, Inc.",New York,46909,100000,110000,105000,Not specified,Python,,,,,,,,,,,,,,,,,,,,,
11560,job_af9becd8b40e04fc,Data Analyst-hybrid,Data Analyst,Junior,Hybrid,Citi,New York,46909,45670,59880,52775,Bachelor,Access,Office,Bachelor,,,,,,,,,,,,,,,,,,,
11565,job_0f54668763c17519,Domestic and Sexual Violence Coordinator (Operations & Policy Analyst 3),Data Analyst,Junior,Remote,Oregon Health Authority,Oregon,42179,64752,99504,82128,Bachelor,Excel,Word,Office,Bachelor,PowerPoint,,,,,,,,,,,,,,,,,
11569,job_5583f73ab8718bbd,Enterprise Data Integration Planner / Human Svcs Prog Consultant,Data Analyst,Junior,On_Site,State of Minnesota,Minnesota,46604,59119.2,87676,73397.6,Not specified,Office,SSIS,,,,,,,,,,,,,,,,,,,,
11590,job_1b7fbf3702e8a051,Data Analyst,Data Analyst,Junior,Remote,"Stefanini, Inc",Illinois,46247,40480,46000,43240,Bachelor,Excel,Word,Bachelor,,,,,,,,,,,,,,,,,,,
11628,job_65e618c5a8277025,Data Analyst,Data Analyst,Junior,On_Site,RVO Health,Minnesota,46604,75000,97750,86375,Not specified,Tableau,Looker,SQL,,,,,,,,,,,,,,,,,,,
11672,job_6e71f45ef81b752a,Data Analyst,Data Analyst,Junior,Remote,Riskified,New York,46909,90000,110000,100000,Not specified,Tableau,Salesforce,,,,,,,,,,,,,,,,,,,,
11688,job_828f6f691fa07917,Operations Research Analyst,Data Analyst,Junior,On_Site,Parsons,Virginia,43921,50300,103800,77050,Bachelor,Excel,Bachelor,,,,,,,,,,,,,,,,,,,,
11693,job_168ec2d32317102f,Collections Policy Analyst - Operations & Policy Analyst 2,Data Analyst,Junior,Remote,Department of Revenue,Oregon,42179,56316,86160,71238,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
11699,job_5f59afc8ebb2a5f8,Data Analyst,Data Analyst,Junior,Remote,Wis Phys Svc Ins Corp,Wisconsin,46009,70000,90000,80000,Bachelor,.NET,Cognos,Bachelor,,,,,,,,,,,,,,,,,,,
11703,job_5b9a6a3c90c0c0d7,"PMO Analyst, Strategic Operations & Marketing Projects (IHOP)",Data Analyst,Junior,On_Site,Dine Brands,California,46181,80000,90000,85000,Bachelor,Excel,Word,Office,Bachelor,PowerPoint,English,,,,,,,,,,,,,,,,
11753,job_3c44facea978d84f,Data Analyst,Data Analyst,Junior,On_Site,"NextDeavor, Inc.",California,46181,82800,95146.4,88973.2,Bachelor,SAP,Bachelor,,,,,,,,,,,,,,,,,,,,
11757,job_e94e2618e1edf836,Data Analyst,Data Analyst,Junior,Remote,Bombas,New York,46909,60000,75000,67500,Not specified,Excel,Looker,ERP,,,,,,,,,,,,,,,,,,,
11759,job_3cc85b47c058711b,Data Analyst,Data Analyst,Junior,On_Site,Cepton Technologies,California,46181,60000,65000,62500,Not specified,Excel,PowerPoint,Word,,,,,,,,,,,,,,,,,,,
11766,job_ac79429ab544ffbd,Data Analyst,Data Analyst,Junior,On_Site,"GVI, Inc.",Virginia,43921,55000,70000,62500,Not specified,Excel,Word,Office,Power BI,PowerPoint,.NET,,,,,,,,,,,,,,,,
11776,job_c24f01370284bb6c,Data Analyst,Data Analyst,Junior,On_Site,"Colonial Group, Inc.",Georgia,42629,34960,40480,37720,Not specified,ERP,,,,,,,,,,,,,,,,,,,,,
11784,job_5a3875fa5a1098a9,Data Analyst/ Customer Service Specialist,Data Analyst,Junior,On_Site,"Milestone Brands, LLC",Texas,43376,45000,45000,45000,Bachelor,Excel,Word,Office,Bachelor,PowerPoint,,,,,,,,,,,,,,,,,
11794,job_4ba3f544b09642f8,Security Global Operations Center Analyst,Data Analyst,Junior,On_Site,Allied UniversalÂ®,Illinois,46247,33230.4,33230.4,33230.4,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
11812,job_52c177e55e8149b1,DC Operations Support Analyst,Data Analyst,Junior,Remote,Milliman,Texas,43376,60000,95000,77500,Bachelor,Excel,Access,Office,SQL,Bachelor,,,,,,,,,,,,,,,,,
11820,job_52bc3010ed8550e1,Data Analyst,Data Analyst,Junior,Remote,Global Atlantic Financial Group,Massachusetts,50585,50000,80000,65000,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
11821,job_054866662f55a034,Sales Data Dev Analyst 2,Data Analyst,Junior,On_Site,IGT,Rhode Island,43474,54500,105000,79750,Bachelor,PowerPoint,Bachelor,,,,,,,,,,,,,,,,,,,,
11834,job_c5a6e7e9f3529566,"Analyst, Contract Operations",Data Analyst,Junior,Hybrid,"Intelliswift Software, Inc.",Utah,43957,51832.8,51832.8,51832.8,Bachelor,Excel,Word,SAP,Bachelor,,,,,,,,,,,,,,,,,,
11841,job_a9b2e4b41efdf118,Data Analyst,Data Analyst,Junior,Remote,University of Utah,Utah,43957,48000,60000,54000,Bachelor,Excel,Office,Bachelor,,,,,,,,,,,,,,,,,,,
11857,job_bcff6ec93fd6d8ab,Healthier Oregon and Systems Analyst (Operations and Policy Analyst 2 - Bilingual English/Spanish candidates encouraged to apply),Data Analyst,Junior,Remote,Department of Human Services,Oregon,42179,56316,86160,71238,Master,Office,Bachelor,Spanish,English,Master,,,,,,,,,,,,,,,,,
11860,job_f84fb719afc78ef4,Transportation Analyst - Operations,Data Analyst,Junior,On_Site,"City of Boca Raton, FL",Florida,46837,60091,100817,80454,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
11862,job_40692cdf4a2e66d4,Data Analyst- UCHealth Medical Group,Data Analyst,Junior,On_Site,UCHealth,Colorado,50016,58162.4,87234.4,72698.4,Bachelor,Access,SQL,SSRS,Bachelor,,,,,,,,,,,,,,,,,,
11876,job_67222d695c86fe5f,"Data Analyst, FOS Cash Administration",Data Analyst,Junior,Hybrid,SEI1GLOBAL,Indiana,43717,44750,54000,49375,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
11891,job_bed4948584b7bfb2,Data Analyst,Data Analyst,Junior,On_Site,Newkleo LLC,New Jersey,47607,51520,55200,53360,Not specified,,,,,,,,,,,,,,,,,,,,,,
11898,job_b0a3f8a5fb752e1a,"Analyst, Contract Operations",Data Analyst,Junior,On_Site,"NextDeavor, Inc.",Utah,43957,42320,51832.8,47076.4,Bachelor,Excel,Word,SAP,Bachelor,,,,,,,,,,,,,,,,,,
11900,job_5627ef03eaaccb55,Data Analyst,Data Analyst,Junior,On_Site,RadNet,New York,46909,55500,60000,57750,Bachelor,Excel,Access,Word,Office,Bachelor,PowerPoint,,,,,,,,,,,,,,,,
11909,job_a1a40b6a77d59c4e,Data Analyst(FT),Data Analyst,Junior,On_Site,Danessa Myricks Beauty,New York,46909,60000,65000,62500,Not specified,Excel,SQL,,,,,,,,,,,,,,,,,,,,
11911,job_cefafbdd385f07b8,Data Analyst,Data Analyst,Junior,On_Site,Calavo,California,46181,72900,109400,91150,Bachelor,Excel,Office,Power BI,Bachelor,English,,,,,,,,,,,,,,,,,
11921,job_39925b608d2c1e01,Data Analyst/Admin,Data Analyst,Junior,On_Site,SGA Inc.,Utah,43957,46000,51520,48760,Not specified,Excel,Word,SAP,,,,,,,,,,,,,,,,,,,
11923,job_71c581f7b855a006,Data Analyst,Data Analyst,Junior,On_Site,CCHP,New York,46909,85000,95000,90000,Bachelor,Excel,Tableau,Word,Office,Bachelor,,,,,,,,,,,,,,,,,
11939,job_fa28d14ea8c932b6,Data Analyst,Data Analyst,Junior,On_Site,"Envoi, LLC",Minnesota,46604,60000,80000,70000,Bachelor,Office,Bachelor,,,,,,,,,,,,,,,,,,,,
11959,job_d1f2d248d18850ef,Data Analyst,Data Analyst,Junior,Remote,Comcast,Pennsylvania,48097,62109,145569,103839,Bachelor,Tableau,SQL,Bachelor,Python,AWS,Looker,Databricks,Spark,,,,,,,,,,,,,,
11976,job_7346b914fb863842,Data Analyst,Data Analyst,Junior,Hybrid,The Cincinnati Insurance Companies,Ohio,45013,42000,75000,58500,Not specified,Cognos,,,,,,,,,,,,,,,,,,,,,
11987,job_60890332a2fe4d7f,SALES ANALYST,Data Analyst,Junior,Remote,UNFI,Wisconsin,46009,50000,90500,70250,Bachelor,Excel,Access,Office,Bachelor,,,,,,,,,,,,,,,,,,
11996,job_a61d06664816b3e8,Data Analyst,Data Analyst,Junior,On_Site,"MSA Professional Services, Inc.",Iowa,44300,14720,14720,14720,Bachelor,Excel,Word,Office,SQL,Power BI,Bachelor,PowerPoint,Python,R,Azure,Dynamics 365,ERP,,,,,,,,,,
11997,job_9c044f106fc4be0d,Data Scientist,Data Scientist,Junior,On_Site,Denver Health,Colorado,50016,69900,104900,87400,Bachelor,Excel,Tableau,Word,Office,SQL,Bachelor,PowerPoint,SSRS,,,,,,,,,,,,,,
12041,job_d783eb10232fe250,Data Analyst,Data Analyst,Junior,On_Site,Epsilon,California,46181,68000,78000,73000,Not specified,Oracle,SQL,,,,,,,,,,,,,,,,,,,,
12049,job_7df1f121858b185f,Data Analyst3,Data Analyst,Junior,On_Site,WEX Inc.,Maine,47676,77500,103000,90250,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
12051,job_2f52a4134ee1f3a8,Data Analyst,Data Analyst,Junior,Remote,Booz Allen Hamilton,Virginia,43921,58400,133000,95700,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
12055,job_fc7ea9a98134bcbe,Data Analyst,Data Analyst,Junior,On_Site,Tulsa Community College,Oklahoma,40816,51452,59170,55311,Master,Excel,Tableau,SQL,Power BI,Bachelor,Python,R,Cognos,Master,,,,,,,,,,,,,
12073,job_b1bd3167949b81cc,OPERATIONS ANALYST I,Data Analyst,Junior,On_Site,The State of Florida,Florida,46837,37284,41852,39568,Not specified,,,,,,,,,,,,,,,,,,,,,,
